pitcherName,pitchType,total_pitches,Whiff%,Strike%,Ball%,InPlay%,Command,Velo,Role,p_all,Usage%,Contact,Whiff%_z_raw,Whiff%_z_shrunk,Whiff%_z,Command_z_raw,Command_z_shrunk,Command_z,Strike%_z_raw,Strike%_z_shrunk,Strike%_z,Contact_z_raw,Contact_z_shrunk,Contact_z,Velo_z_raw,Velo_z_shrunk,Velo_z,Pitch_z,Pitch_z_std,PitchScore_20_80,RankEligible
陳冠豪,FF,53.0,0.20833333333333334,0.5849056603773585,0.41509433962264153,0.1320754716981132,0.03702444049757592,142.60377358490567,Reliever,91,0.5824175824175825,-0.1320754716981132,1.1043392402804413,0.23134379341843236,0.23134379341843236,-1.4160437341081082,-0.29664157275782504,-0.29664157275782504,-0.4502640276526853,-0.09432408484423843,-0.09432408484423843,0.5989393427039782,0.12546950657435116,0.12546950657435116,0.10600974958688492,0.022207576000414626,0.022207576000414626,-0.0025808885465801097,-0.2666448490969034,47.33355150903097,False
陳冠豪,SL,5.0,0.5,0.4,0.6,0.0,0.04520962053905764,120.0,Reliever,91,0.054945054945054944,-0.0,1.6273257821774836,0.039690872736036185,0.039690872736036185,-0.3086605895032707,-0.007528307061055383,-0.007528307061055383,-1.3200242118867311,-0.03219571248504222,-0.03219571248504222,1.4718309600126847,0.03589831609787036,0.03589831609787036,-1.7341927153765015,-0.042297383301865894,-0.042297383301865894,0.0047410516430325305,-0.22893314678984092,47.71066853210159,False
陳品宏,CH,5.0,0.0,0.8,0.2,0.0,0.12959447522403772,129.4,Reliever,22,0.22727272727272727,-0.0,-1.326954761198755,-0.03236475027314037,-0.03236475027314037,0.2708890357977626,0.0066070496536039655,0.0066070496536039655,1.1251282463567072,0.02744215235016359,0.02744215235016359,1.192679382055913,0.029089741025753974,0.029089741025753974,-0.11469436909848008,-0.002797423636548295,-0.002797423636548295,0.0015144865916998662,-0.48880339603170886,45.11196603968291,False
陳品宏,FF,16.0,0.2,0.4375,0.5625,0.125,0.15358380759756113,138.875,Reliever,22,0.7272727272727273,-0.125,0.9882894991348047,0.07320662956554108,0.07320662956554108,-0.2766733442692852,-0.020494321797724827,-0.020494321797724827,-1.9364684086814468,-0.14344210434677382,-0.14344210434677382,0.6674379989802592,0.0494398517763155,0.0494398517763155,-0.8032154197011655,-0.05949743849638263,-0.05949743849638263,-0.010383778532314586,-0.3023402547498833,46.97659745250117,False
陳品宏,SL,1.0,,0.0,1.0,0.0,,127.0,Reliever,22,0.045454545454545456,-0.0,,,,,,,-4.01044588298908,-0.01995246707954766,-0.01995246707954766,1.4718309600126847,0.007322542089615346,0.007322542089615346,-0.3153421294457837,-0.0015688663156506653,-0.0015688663156506653,,,,False
陳宇宏,CH,82.0,0.125,0.5487804878048781,0.43902439024390244,0.24390243902439024,0.16318579953739631,113.67901234567901,Starter,737,0.1112618724559023,-0.24390243902439024,-0.6639400542139446,-0.19306058314022503,-0.19306058314022503,0.44631966285501967,0.1297808948727362,0.1297808948727362,0.011837226984211486,0.003442030541508304,0.003442030541508304,-0.23633909131181186,-0.06872271449492401,-0.06872271449492401,-3.026098009449658,-0.8799292084215318,-0.8799292084215318,-0.12308587313197358,-1.8015794502334301,31.984205497665698,False
陳宇宏,CU,156.0,0.13636363636363635,0.6282051282051282,0.36538461538461536,0.23076923076923078,0.04531010638871735,105.99354838709678,Starter,737,0.21166892808683854,-0.23076923076923078,-0.47166689079928364,-0.2066854914738434,-0.2066854914738434,-0.08526511263838842,-0.037363363965136495,-0.037363363965136495,0.39167630434530865,0.1716334367355847,0.1716334367355847,-0.5585374165179254,-0.24475235105841678,-0.24475235105841678,-2.40995151937928,-1.0560461714133924,-1.0560461714133924,-0.17933727088642198,-2.15420503014245,28.4579496985755,True
陳宇宏,FF,415.0,0.0995260663507109,0.7012048192771084,0.2963855421686747,0.2289156626506024,0.14759275638161223,129.19417475728156,Starter,737,0.5630936227951153,-0.2289156626506024,-0.41090737989126014,-0.2772789636664601,-0.2772789636664601,-0.33523600233180406,-0.2262161641751198,-0.2262161641751198,0.722311835609872,0.4874136776879624,0.4874136776879624,-0.3385844347641567,-0.22847567549126024,-0.22847567549126024,-3.1637904907620666,-2.1349155344166793,-2.1349155344166793,-0.2900178993714825,-1.5815654387544409,34.18434561245559,True
陳宇宏,FO,1.0,,1.0,0.0,0.0,,112.0,Starter,737,0.0013568521031207597,-0.0,,,,,,,2.278773475933122,0.01133718147230409,0.01133718147230409,1.1012786192368733,0.005478998105656086,0.005478998105656086,-3.9226843483081506,-0.019515842528896273,-0.019515842528896273,,,,False
陳宇宏,SL,83.0,0.08163265306122448,0.7108433734939759,0.2891566265060241,0.3855421686746988,0.07290616081050894,112.97435897435898,Starter,737,0.11261872455902307,-0.3855421686746988,-1.1171239264595825,-0.32763705263655596,-0.32763705263655596,-0.07937884394376903,-0.023280721015310347,-0.023280721015310347,0.7707251590301537,0.2260430678427659,0.2260430678427659,-1.3611834217343401,-0.39921633923657324,-0.39921633923657324,-3.1582405562007376,-0.926268431677248,-0.926268431677248,-0.21141197652945198,-2.0584129365386854,29.415870634613146,False
陳暐皓,CH,100.0,0.27450980392156865,0.6,0.4,0.2,0.05131530645996352,131.32,Reliever,574,0.17421602787456447,-0.2,0.12907753649337794,0.04302584549779265,0.04302584549779265,-0.1379237735364984,-0.0459745911788328,-0.0459745911788328,0.2388188911281181,0.07960629704270603,0.07960629704270603,0.020884233894378545,0.0069614112981261815,0.0069614112981261815,0.24087457557515907,0.08029152519171968,0.08029152519171968,0.026408729477061695,-0.2265203173964597,47.73479682603541,True
陳暐皓,CU,135.0,0.3333333333333333,0.6370370370370371,0.362962962962963,0.2074074074074074,0.09698218132825176,115.74809160305344,Reliever,574,0.23519163763066203,-0.2074074074074074,0.4993666201097901,0.20123729467110946,0.20123729467110946,0.19051162351547032,0.07677334081966715,0.07677334081966715,0.43937080457110683,0.1770598764689535,0.1770598764689535,-0.38249911502250583,-0.15414143441205458,-0.15414143441205458,-0.699639068604168,-0.28194410227332145,-0.28194410227332145,0.06366087351089998,0.38613796241466986,53.8613796241467,True
